uniprot_id,pathway_id,pathway_name,pathway_source
O14775,R-HSA-8964616,G beta:gamma signalling through CDC42,Reactome
O14775,R-HSA-9009391,Extra-nuclear estrogen signaling,Reactome
O14775,R-HSA-9634597,GPER1 signaling,Reactome
O14775,R-HSA-9660821,ADORA2B mediated anti-inflammatory cytokines production,Reactome
O14775,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,Reactome
O14775,R-HSA-997272,Inhibition of voltage gated Ca2+ channels via Gbeta/gamma subunits,Reactome
O43426,hsa:8867,,KEGG
O43426,R-HSA-1660499,Synthesis of PIPs at the plasma membrane,Reactome
O43426,R-HSA-1855183,"Synthesis of IP2, IP, and Ins in the cytosol",Reactome
O43426,R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,Reactome
O43426,R-HSA-8856828,Clathrin-mediated endocytosis,Reactome
O60356,hsa:26471,,KEGG
O75061,hsa:9829,,KEGG
O75061,R-HSA-432720,Lysosome Vesicle Biogenesis,Reactome
O75061,R-HSA-432722,Golgi Associated Vesicle Biogenesis,Reactome
O75061,R-HSA-8856828,Clathrin-mediated endocytosis,Reactome
P20908,hsa:1289,,KEGG
P20908,R-HSA-1442490,Collagen degradation,Reactome
P20908,R-HSA-1566977,Fibronectin matrix formation,Reactome
P20908,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,Reactome
P20908,R-HSA-186797,Signaling by PDGF,Reactome
P20908,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,Reactome
P20908,R-HSA-216083,Integrin cell surface interactions,Reactome
P20908,R-HSA-3000170,Syndecan interactions,Reactome
P20908,R-HSA-3000171,Non-integrin membrane-ECM interactions,Reactome
P20908,R-HSA-3000178,ECM proteoglycans,Reactome
P20908,R-HSA-419037,NCAM1 interactions,Reactome
P20908,R-HSA-8874081,MET activates PTK2 signaling,Reactome
P20908,R-HSA-8948216,Collagen chain trimerization,Reactome
P20908,R-HSA-9638630,Attachment of bacteria to epithelial cells,Reactome
P20908,R-HSA-9925563,Developmental Lineage of Pancreatic Ductal Cells,Reactome
P42704,hsa:10128,,KEGG
P42704,R-HSA-9836573,Mitochondrial RNA degradation,Reactome
P42704,R-HSA-9937008,Mitochondrial mRNA modification,Reactome
P43004,hsa:6506,,KEGG
P43004,R-HSA-210455,Astrocytic Glutamate-Glutamine Uptake And Metabolism,Reactome
P43004,R-HSA-210500,Glutamate Neurotransmitter Release Cycle,Reactome
P43004,R-HSA-425393,Transport of inorganic cations/anions and amino acids/oligopeptides,Reactome
P46821,hsa:4131,,KEGG
P46821,R-HSA-9833110,RSV-host interactions,Reactome
P55268,hsa:3913,,KEGG
P55268,R-HSA-3000157,Laminin interactions,Reactome
P55268,R-HSA-3000171,Non-integrin membrane-ECM interactions,Reactome
P55268,R-HSA-3000178,ECM proteoglycans,Reactome
P55268,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome
P55268,R-HSA-8874081,MET activates PTK2 signaling,Reactome
P55268,R-HSA-8957275,Post-translational protein phosphorylation,Reactome
P55268,R-HSA-9638630,Attachment of bacteria to epithelial cells,Reactome
P55268,R-HSA-9913351,Formation of the dystrophin-glycoprotein complex (DGC),Reactome
P55268,R-HSA-9925563,Developmental Lineage of Pancreatic Ductal Cells,Reactome
Q15399,hsa:7096,,KEGG
Q15399,R-HSA-1236974,ER-Phagosome pathway,Reactome
Q15399,R-HSA-1461957,Beta defensins,Reactome
Q15399,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,Reactome
Q15399,R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,Reactome
Q15399,R-HSA-5602498,MyD88 deficiency (TLR2/4),Reactome
Q15399,R-HSA-5603041,IRAK4 deficiency (TLR2/4),Reactome
Q15399,R-HSA-5686938,Regulation of TLR by endogenous ligand,Reactome
Q15399,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,Reactome
Q765P7,hsa:92154,,KEGG
Q96L34,hsa:57787,,KEGG
Q96L34,R-HSA-5620912,Anchoring of the basal body to the plasma membrane,Reactome
Q96L92,hsa:81609,,KEGG
Q96QD8,hsa:54407,,KEGG
Q96QD8,R-HSA-210500,Glutamate Neurotransmitter Release Cycle,Reactome
Q96QD8,R-HSA-352230,Amino acid transport across the plasma membrane,Reactome
Q9NYK1,hsa:51284,,KEGG
Q9NYK1,R-HSA-1679131,Trafficking and processing of endosomal TLR,Reactome
Q9NYK1,R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,Reactome
Q9NYK1,R-HSA-5686938,Regulation of TLR by endogenous ligand,Reactome
Q9NYK1,R-HSA-9679191,Potential therapeutics for SARS,Reactome
Q9NYK1,R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,Reactome
Q9NYK1,R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,Reactome
Q9NYK1,R-HSA-975110,TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling,Reactome
Q9NYK1,R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,Reactome
Q9NYK1,R-HSA-975155,MyD88 dependent cascade initiated on endosome,Reactome
Q9NYK1,R-HSA-9824856,Defective regulation of TLR7 by endogenous ligand,Reactome
Q9NYK1,R-HSA-9833110,RSV-host interactions,Reactome
Q9UDY2,hsa:9414,,KEGG
Q9UDY2,R-HSA-2028269,Signaling by Hippo,Reactome
Q9UDY2,R-HSA-351906,Apoptotic cleavage of cell adhesion proteins,Reactome
Q9UDY2,R-HSA-8980692,RHOA GTPase cycle,Reactome
Q9UDY2,R-HSA-9013026,RHOB GTPase cycle,Reactome
Q9UDY2,R-HSA-9013106,RHOC GTPase cycle,Reactome
O14874,hsa:10295,,KEGG
O14874,R-HSA-70895,Branched-chain amino acid catabolism,Reactome
O14874,R-HSA-9912481,Branched-chain ketoacid dehydrogenase kinase deficiency,Reactome
O14874,,Protein modification,UniProt
O43175,hsa:26227,,KEGG
O43175,R-HSA-977347,Serine metabolism,Reactome
O43175,,Amino-acid biosynthesis; L-serine biosynthesis; L-serine from 3-phospho-D-glycerate: step 1/3,UniProt
O60229,hsa:8997,,KEGG
O60229,R-HSA-193648,NRAGE signals death through JNK,Reactome
O60229,R-HSA-3928662,EPHB-mediated forward signaling,Reactome
O60229,R-HSA-416476,G alpha (q) signalling events,Reactome
O60229,R-HSA-416482,G alpha (12/13) signalling events,Reactome
O60229,R-HSA-5687128,MAPK6/MAPK4 signaling,Reactome
O60229,R-HSA-8980692,RHOA GTPase cycle,Reactome
O60229,R-HSA-9013149,RAC1 GTPase cycle,Reactome
O60229,R-HSA-9013408,RHOG GTPase cycle,Reactome
P02686,hsa:4155,,KEGG
P02686,R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination,Reactome
P22301,hsa:3586,,KEGG
P22301,R-HSA-6783783,Interleukin-10 signaling,Reactome
P22301,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,Reactome
P22301,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,Reactome
P22301,R-HSA-9662834,CD163 mediating an anti-inflammatory response,Reactome
P22301,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,Reactome
P22301,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,Reactome
P30304,hsa:993,,KEGG
P30304,R-HSA-1362277,Transcription of E2F targets under negative control by DREAM complex,Reactome
P30304,R-HSA-156711,Polo-like kinase mediated events,Reactome
P30304,R-HSA-176187,Activation of ATR in response to replication stress,Reactome
P30304,R-HSA-5689880,Ub-specific processing proteases,Reactome
P30304,R-HSA-69202,Cyclin E associated events during G1/S transition,Reactome
P30304,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,Reactome
P30304,R-HSA-69601,Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A,Reactome
P30304,R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,Reactome
P30304,R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,Reactome
P48047,hsa:539,,KEGG
P48047,R-HSA-163210,Formation of ATP by chemiosmotic coupling,Reactome
P48047,R-HSA-8949613,Cristae formation,Reactome
P48047,R-HSA-9837999,Mitochondrial protein degradation,Reactome
P55160,hsa:3071,,KEGG
P55160,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,Reactome
P55160,R-HSA-4420097,VEGFA-VEGFR2 Pathway,Reactome
P55160,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,Reactome
P55160,R-HSA-6798695,Neutrophil degranulation,Reactome
P55160,R-HSA-9013149,RAC1 GTPase cycle,Reactome
P55160,R-HSA-9013404,RAC2 GTPase cycle,Reactome
P55160,R-HSA-9013423,RAC3 GTPase cycle,Reactome
P55160,R-HSA-9664422,FCGR3A-mediated phagocytosis,Reactome
Q13451,hsa:2289,,KEGG
Q13451,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,Reactome
Q13451,R-HSA-8939211,ESR-mediated signaling,Reactome
Q13451,R-HSA-9022699,MECP2 regulates neuronal receptors and channels,Reactome
Q13451,R-HSA-9909505,Modulation of host responses by IFN-stimulated genes,Reactome
Q13480,hsa:2549,,KEGG
Q13480,R-HSA-109704,PI3K Cascade,Reactome
Q13480,R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,Reactome
Q13480,R-HSA-1257604,PIP3 activates AKT signaling,Reactome
Q13480,R-HSA-180292,GAB1 signalosome,Reactome
Q13480,R-HSA-1963642,PI3K events in ERBB2 signaling,Reactome
Q13480,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,Reactome
Q13480,R-HSA-5637810,Constitutive Signaling by EGFRvIII,Reactome
Q13480,R-HSA-5654689,PI-3K cascade:FGFR1,Reactome
Q13480,R-HSA-5654695,PI-3K cascade:FGFR2,Reactome
Q13480,R-HSA-5654710,PI-3K cascade:FGFR3,Reactome
Q13480,R-HSA-5654720,PI-3K cascade:FGFR4,Reactome
Q13480,R-HSA-5655253,Signaling by FGFR2 in disease,Reactome
Q13480,R-HSA-5655291,Signaling by FGFR4 in disease,Reactome
Q13480,R-HSA-5655302,Signaling by FGFR1 in disease,Reactome
Q13480,R-HSA-5655332,Signaling by FGFR3 in disease,Reactome
Q13480,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",Reactome
Q13480,R-HSA-8851907,MET activates PI3K/AKT signaling,Reactome
Q13480,R-HSA-8853659,RET signaling,Reactome
Q13480,R-HSA-8865999,MET activates PTPN11,Reactome
Q13480,R-HSA-8875555,MET activates RAP1 and RAC1,Reactome
Q13480,R-HSA-8875656,MET receptor recycling,Reactome
Q13480,R-HSA-9027276,Erythropoietin activates Phosphoinositide-3-kinase (PI3K),Reactome
Q13480,R-HSA-9028335,Activated NTRK2 signals through PI3K,Reactome
Q13480,R-HSA-9664565,Signaling by ERBB2 KD Mutants,Reactome
Q13480,R-HSA-9665348,Signaling by ERBB2 ECD mutants,Reactome
Q13740,hsa:214,,KEGG
Q13740,R-HSA-373760,L1CAM interactions,Reactome
Q5VWK5,hsa:149233,,KEGG
Q5VWK5,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,Reactome
Q5VWK5,R-HSA-9020933,Interleukin-23 signaling,Reactome
Q6U841,hsa:57282,,KEGG
Q6U841,R-HSA-425381,Bicarbonate transporters,Reactome
Q8WX93,hsa:23022,,KEGG
Q96HY7,hsa:55526,,KEGG
Q96HY7,R-HSA-9858328,OADH complex synthesizes glutaryl-CoA from 2-OA,Reactome
Q96HY7,,Amino-acid degradation,UniProt
Q96RR4,hsa:10645,,KEGG
Q96RR4,R-HSA-111932,CaMK IV-mediated phosphorylation of CREB,Reactome
Q96RR4,R-HSA-442729,CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,Reactome
Q96RR4,R-HSA-9619229,Activation of RAC1 downstream of NMDARs,Reactome
Q96RR4,R-HSA-9619483,Activation of AMPK downstream of NMDARs,Reactome
Q9H2S1,hsa:3781,,KEGG
Q9H2S1,R-HSA-1296052,Ca2+ activated K+ channels,Reactome
Q9H2S1,R-HSA-9667769,Acetylcholine inhibits contraction of outer hair cells,Reactome
Q9Y5Q0,hsa:3995,,KEGG
Q9Y5Q0,,Lipid metabolism; sphingolipid metabolism,UniProt
Q9Y5Q0,,Lipid metabolism; polyunsaturated fatty acid biosynthesis,UniProt
O00299,hsa:1192,,KEGG
O94813,hsa:9353,,KEGG
O94813,R-HSA-373752,Netrin-1 signaling,Reactome
O94813,R-HSA-376176,Signaling by ROBO receptors,Reactome
O94813,R-HSA-428540,Activation of RAC1,Reactome
O94813,R-HSA-428542,Regulation of commissural axon pathfinding by SLIT and ROBO,Reactome
O94813,R-HSA-428543,Inactivation of CDC42 and RAC1,Reactome
O94813,R-HSA-428890,Role of ABL in ROBO-SLIT signaling,Reactome
O94813,R-HSA-8985586,SLIT2:ROBO1 increases RHOA activity,Reactome
O94813,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,Reactome
O94813,R-HSA-9830674,Formation of the ureteric bud,Reactome
P00568,hsa:203,,KEGG
P00568,R-HSA-499943,Interconversion of nucleotide di- and triphosphates,Reactome
P04004,hsa:7448,,KEGG
P04004,R-HSA-2129379,Molecules associated with elastic fibres,Reactome
P04004,R-HSA-216083,Integrin cell surface interactions,Reactome
P04004,R-HSA-3000170,Syndecan interactions,Reactome
P04004,R-HSA-3000178,ECM proteoglycans,Reactome
P04004,R-HSA-977606,Regulation of Complement cascade,Reactome
P04004,R-HSA-9925563,Developmental Lineage of Pancreatic Ductal Cells,Reactome
P05156,hsa:3426,,KEGG
P05156,R-HSA-977606,Regulation of Complement cascade,Reactome
P20273,hsa:933,,KEGG
P20273,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Reactome
P20273,R-HSA-5690714,CD22 mediated BCR regulation,Reactome
P20273,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,Reactome
P62487,hsa:5436,,KEGG
P62487,R-HSA-112382,Formation of RNA Pol II elongation complex,Reactome
P62487,R-HSA-113418,Formation of the Early Elongation Complex,Reactome
P62487,R-HSA-167152,Formation of HIV elongation complex in the absence of HIV Tat,Reactome
P62487,R-HSA-167158,Formation of the HIV-1 Early Elongation Complex,Reactome
P62487,R-HSA-167160,RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,Reactome
P62487,R-HSA-167161,HIV Transcription Initiation,Reactome
P62487,R-HSA-167162,RNA Polymerase II HIV Promoter Escape,Reactome
P62487,R-HSA-167172,Transcription of the HIV genome,Reactome
P62487,R-HSA-167200,Formation of HIV-1 elongation complex containing HIV-1 Tat,Reactome
P62487,R-HSA-167238,Pausing and recovery of Tat-mediated HIV elongation,Reactome
P62487,R-HSA-167242,Abortive elongation of HIV-1 transcript in the absence of Tat,Reactome
P62487,R-HSA-167243,Tat-mediated HIV elongation arrest and recovery,Reactome
P62487,R-HSA-167246,Tat-mediated elongation of the HIV-1 transcript,Reactome
P62487,R-HSA-167287,HIV elongation arrest and recovery,Reactome
P62487,R-HSA-167290,Pausing and recovery of HIV elongation,Reactome
P62487,R-HSA-168325,Viral Messenger RNA Synthesis,Reactome
P62487,R-HSA-203927,MicroRNA (miRNA) biogenesis,Reactome
P62487,R-HSA-5578749,Transcriptional regulation by small RNAs,Reactome
P62487,R-HSA-5601884,PIWI-interacting RNA (piRNA) biogenesis,Reactome
P62487,R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,Reactome
P62487,R-HSA-674695,RNA Polymerase II Pre-transcription Events,Reactome
P62487,R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,Reactome
P62487,R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),Reactome
P62487,R-HSA-6782135,Dual incision in TC-NER,Reactome
P62487,R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER,Reactome
P62487,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,Reactome
P62487,R-HSA-6803529,FGFR2 alternative splicing,Reactome
P62487,R-HSA-6807505,RNA polymerase II transcribes snRNA genes,Reactome
P62487,R-HSA-72086,mRNA Capping,Reactome
P62487,R-HSA-72163,mRNA Splicing - Major Pathway,Reactome
P62487,R-HSA-72165,mRNA Splicing - Minor Pathway,Reactome
P62487,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,Reactome
P62487,R-HSA-73776,RNA Polymerase II Promoter Escape,Reactome
P62487,R-HSA-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,Reactome
P62487,R-HSA-75953,RNA Polymerase II Transcription Initiation,Reactome
P62487,R-HSA-75955,RNA Polymerase II Transcription Elongation,Reactome
P62487,R-HSA-76042,RNA Polymerase II Transcription Initiation And Promoter Clearance,Reactome
P62487,R-HSA-77075,RNA Pol II CTD phosphorylation and interaction with CE,Reactome
P62487,R-HSA-8851708,Signaling by FGFR2 IIIa TM,Reactome
P62487,R-HSA-9018519,Estrogen-dependent gene expression,Reactome
P62487,R-HSA-9670095,Inhibition of DNA recombination at telomere,Reactome
Q08722,hsa:961,,KEGG
Q08722,R-HSA-202733,Cell surface interactions at the vascular wall,Reactome
Q08722,R-HSA-216083,Integrin cell surface interactions,Reactome
Q08722,R-HSA-391160,Signal regulatory protein family interactions,Reactome
Q08722,R-HSA-6798695,Neutrophil degranulation,Reactome
Q10567,hsa:162,,KEGG
Q10567,R-HSA-164940,Nef mediated downregulation of MHC class I complex cell surface expression,Reactome
Q10567,R-HSA-2132295,MHC class II antigen presentation,Reactome
Q10567,R-HSA-432720,Lysosome Vesicle Biogenesis,Reactome
Q10567,R-HSA-432722,Golgi Associated Vesicle Biogenesis,Reactome
Q92692,hsa:5819,,KEGG
Q92692,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Reactome
Q92692,R-HSA-418990,Adherens junctions interactions,Reactome
Q92692,R-HSA-420597,Nectin/Necl trans heterodimerization,Reactome
Q9H2D6,hsa:11078,,KEGG
Q9H2D6,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,Reactome
Q9H2D6,R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea,Reactome
Q9NQ66,hsa:23236,,KEGG
Q9NQ66,R-HSA-112043,PLC beta mediated events,Reactome
Q9NQ66,R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,Reactome
Q9NQ66,R-HSA-399997,Acetylcholine regulates insulin secretion,Reactome
Q9NQ66,R-HSA-4086398,Ca2+ pathway,Reactome
Q9NQ66,R-HSA-416476,G alpha (q) signalling events,Reactome
Q9NQ66,R-HSA-418217,G beta:gamma signalling through PLC beta,Reactome
Q9NQ66,R-HSA-434316,Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion,Reactome
Q9NQ66,R-HSA-500657,Presynaptic function of Kainate receptors,Reactome
Q9NTX7,hsa:81847,,KEGG
Q9NTX7,R-HSA-201681,TCF dependent signaling in response to WNT,Reactome
Q9NTX7,R-HSA-4641257,Degradation of AXIN,Reactome
Q9NTX7,R-HSA-5689880,Ub-specific processing proteases,Reactome
Q9NTX7,R-HSA-8948751,Regulation of PTEN stability and activity,Reactome
Q9NTX7,,Protein modification; protein ubiquitination,UniProt
Q9Y2G1,hsa:745,,KEGG
O15354,hsa:2861,,KEGG
O15354,R-HSA-375276,Peptide ligand-binding receptors,Reactome
O15354,R-HSA-418594,G alpha (i) signalling events,Reactome
O43173,hsa:51046,,KEGG
O43173,R-HSA-4085001,Sialic acid metabolism,Reactome
O43173,R-HSA-975577,N-Glycan antennae elongation,Reactome
O43173,,Protein modification; protein glycosylation,UniProt
P13611,hsa:1462,,KEGG
P13611,R-HSA-1971475,Glycosaminoglycan-protein linkage region biosynthesis,Reactome
P13611,R-HSA-2022870,CS-GAG biosynthesis,Reactome
P13611,R-HSA-2022923,DS-GAG biosynthesis,Reactome
P13611,R-HSA-2024101,CS/DS degradation,Reactome
P13611,R-HSA-3000178,ECM proteoglycans,Reactome
P13611,R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",Reactome
P13611,R-HSA-3560801,Defective B3GAT3 causes JDSSDHD,Reactome
P13611,R-HSA-3595172,Defective CHST3 causes SEDCJD,Reactome
P13611,R-HSA-3595174,"Defective CHST14 causes EDS, musculocontractural type",Reactome
P13611,R-HSA-3595177,Defective CHSY1 causes TPBS,Reactome
P13611,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome
P13611,R-HSA-4420332,Defective B3GALT6 causes EDSP2 and SEMDJL1,Reactome
P13611,R-HSA-8957275,Post-translational protein phosphorylation,Reactome
P17927,hsa:1378,,KEGG
P17927,R-HSA-6798695,Neutrophil degranulation,Reactome
P17927,R-HSA-8877330,RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),Reactome
P17927,R-HSA-977606,Regulation of Complement cascade,Reactome
P21246,hsa:5764,,KEGG
P21246,R-HSA-201556,Signaling by ALK,Reactome
P21246,R-HSA-9851151,MDK and PTN in ALK signaling,Reactome
P61764,hsa:6812,,KEGG
P61764,R-HSA-181429,Serotonin Neurotransmitter Release Cycle,Reactome
P61764,R-HSA-181430,Norepinephrine Neurotransmitter Release Cycle,Reactome
P61764,R-HSA-210500,Glutamate Neurotransmitter Release Cycle,Reactome
P61764,R-HSA-212676,Dopamine Neurotransmitter Release Cycle,Reactome
P61764,R-HSA-264642,Acetylcholine Neurotransmitter Release Cycle,Reactome
P61764,R-HSA-422356,Regulation of insulin secretion,Reactome
P61764,R-HSA-6794361,Neurexins and neuroligins,Reactome
P61764,R-HSA-888590,"GABA synthesis, release, reuptake and degradation",Reactome
Q07002,hsa:5129,,KEGG
Q6IQ55,hsa:146057,,KEGG
Q6IQ55,R-HSA-5620912,Anchoring of the basal body to the plasma membrane,Reactome
Q96PV0,hsa:8831,,KEGG
Q96PV0,R-HSA-5658442,Regulation of RAS by GAPs,Reactome
Q9BY67,hsa:23705,,KEGG
Q9BY67,R-HSA-418990,Adherens junctions interactions,Reactome
Q9BY67,R-HSA-420597,Nectin/Necl trans heterodimerization,Reactome
Q9NYG8,hsa:50801,,KEGG
Q9NYG8,R-HSA-1299503,TWIK related potassium channel (TREK),Reactome
Q9NYG8,R-HSA-5576886,Phase 4 - resting membrane potential,Reactome
Q9Y5K6,hsa:23607,,KEGG
Q9Y5K6,R-HSA-373753,Nephrin family interactions,Reactome
